,date,city,newDeaths,deaths,newCases,totalCases
555850,2022-04-10,Franca/SP,0,961,0,38485
561447,2022-04-11,Franca/SP,0,961,0,38485
567044,2022-04-12,Franca/SP,0,961,0,38485
572641,2022-04-13,Franca/SP,0,961,0,38485
578238,2022-04-14,Franca/SP,0,961,0,38485
583835,2022-04-15,Franca/SP,0,961,0,38485
589432,2022-04-16,Franca/SP,0,961,0,38485
595029,2022-04-17,Franca/SP,0,961,0,38485
600626,2022-04-18,Franca/SP,0,961,0,38485
606223,2022-04-19,Franca/SP,0,961,0,38485
611820,2022-04-20,Franca/SP,0,961,0,38485
617417,2022-04-21,Franca/SP,0,961,0,38485
623014,2022-04-22,Franca/SP,0,961,0,38485
628611,2022-04-23,Franca/SP,0,961,0,38485
634208,2022-04-24,Franca/SP,0,961,0,38485
639805,2022-04-25,Franca/SP,0,961,0,38485
645402,2022-04-26,Franca/SP,0,961,0,38485
650999,2022-04-27,Franca/SP,0,961,0,38485
656596,2022-04-28,Franca/SP,0,961,0,38485
662193,2022-04-29,Franca/SP,0,961,0,38485
667790,2022-04-30,Franca/SP,0,961,0,38485
673387,2022-05-01,Franca/SP,0,961,0,38485
678984,2022-05-02,Franca/SP,0,961,0,38485
684581,2022-05-03,Franca/SP,0,961,0,38485
690178,2022-05-04,Franca/SP,0,961,0,38485
695775,2022-05-05,Franca/SP,0,961,0,38485
701372,2022-05-06,Franca/SP,0,961,0,38485
706969,2022-05-07,Franca/SP,0,961,0,38485
712566,2022-05-08,Franca/SP,0,961,0,38485
718163,2022-05-09,Franca/SP,0,961,0,38485
723760,2022-05-10,Franca/SP,0,961,0,38485
729357,2022-05-11,Franca/SP,0,961,0,38485
734954,2022-05-12,Franca/SP,0,961,0,38485
740551,2022-05-13,Franca/SP,0,961,0,38485
746148,2022-05-14,Franca/SP,0,961,0,38485
751745,2022-05-15,Franca/SP,0,961,0,38485
757342,2022-05-16,Franca/SP,0,961,0,38485
762939,2022-05-17,Franca/SP,0,961,0,38485
768536,2022-05-18,Franca/SP,0,961,0,38485
774133,2022-05-19,Franca/SP,0,961,0,38485
779730,2022-05-20,Franca/SP,0,961,0,38485
785327,2022-05-21,Franca/SP,0,961,0,38485
790924,2022-05-22,Franca/SP,0,961,0,38485
796521,2022-05-23,Franca/SP,0,961,0,38485
802118,2022-05-24,Franca/SP,0,961,0,38485
807715,2022-05-25,Franca/SP,0,961,0,38485
813312,2022-05-26,Franca/SP,0,961,0,38485
818909,2022-05-27,Franca/SP,0,961,0,38485
824506,2022-05-28,Franca/SP,0,961,0,38485
830103,2022-05-29,Franca/SP,0,961,0,38485
835700,2022-05-30,Franca/SP,0,961,0,38485
841297,2022-05-31,Franca/SP,0,961,0,38485
846894,2022-06-01,Franca/SP,0,961,0,38485
852491,2022-06-02,Franca/SP,0,961,0,38485
858088,2022-06-03,Franca/SP,0,961,0,38485
863685,2022-06-04,Franca/SP,0,961,0,38485
869282,2022-06-05,Franca/SP,0,961,0,38485
874879,2022-06-06,Franca/SP,0,961,0,38485
880476,2022-06-07,Franca/SP,0,961,0,38485
886073,2022-06-08,Franca/SP,0,961,0,38485
891670,2022-06-09,Franca/SP,0,961,0,38485
897267,2022-06-10,Franca/SP,0,961,0,38485
902864,2022-06-11,Franca/SP,0,961,0,38485
908461,2022-06-12,Franca/SP,0,961,0,38485
914058,2022-06-13,Franca/SP,0,961,0,38485
919655,2022-06-14,Franca/SP,0,961,0,38485
925252,2022-06-15,Franca/SP,0,961,0,38485
930849,2022-06-16,Franca/SP,0,961,0,38485
936446,2022-06-17,Franca/SP,0,961,0,38485
942043,2022-06-18,Franca/SP,0,961,0,38485
947640,2022-06-19,Franca/SP,0,961,0,38485
953237,2022-06-20,Franca/SP,0,961,0,38485
958834,2022-06-21,Franca/SP,0,961,0,38485
964431,2022-06-22,Franca/SP,0,961,0,38485
970028,2022-06-23,Franca/SP,0,961,0,38485
975625,2022-06-24,Franca/SP,0,961,0,38485
981222,2022-06-25,Franca/SP,0,961,0,38485
986819,2022-06-26,Franca/SP,0,961,0,38485
992416,2022-06-27,Franca/SP,0,961,0,38485
998013,2022-06-28,Franca/SP,0,961,0,38485
1003610,2022-06-29,Franca/SP,0,961,0,38485
1009207,2022-06-30,Franca/SP,0,961,0,38485
1014804,2022-07-01,Franca/SP,96,1057,161,38646
1020401,2022-07-02,Franca/SP,0,1057,0,38646
1025998,2022-07-03,Franca/SP,0,1057,0,38646
1031595,2022-07-04,Franca/SP,0,1057,0,38646
1037192,2022-07-05,Franca/SP,0,1057,1,38647
1042789,2022-07-06,Franca/SP,0,1057,0,38647
1048386,2022-07-07,Franca/SP,0,1057,0,38647
1053983,2022-07-08,Franca/SP,0,1057,0,38647
1059580,2022-07-09,Franca/SP,0,1057,0,38647
1065177,2022-07-10,Franca/SP,0,1057,-1,38646
4160,2022-01-01,Ribeirão Preto/SP,0,3012,0,87918
9756,2022-01-02,Ribeirão Preto/SP,0,3012,0,87918
15352,2022-01-03,Ribeirão Preto/SP,0,3012,0,87918
20948,2022-01-04,Ribeirão Preto/SP,0,3012,0,87918
26544,2022-01-05,Ribeirão Preto/SP,0,3012,0,87918
32140,2022-01-06,Ribeirão Preto/SP,0,3012,0,87918
37736,2022-01-07,Ribeirão Preto/SP,0,3012,0,87918
43332,2022-01-08,Ribeirão Preto/SP,0,3012,0,87918
48928,2022-01-09,Ribeirão Preto/SP,0,3012,0,87918
54524,2022-01-10,Ribeirão Preto/SP,0,3012,0,87918
60120,2022-01-11,Ribeirão Preto/SP,0,3012,0,87918
65716,2022-01-12,Ribeirão Preto/SP,0,3012,0,87918
71312,2022-01-13,Ribeirão Preto/SP,0,3012,0,87918
76908,2022-01-14,Ribeirão Preto/SP,0,3012,0,87918
82505,2022-01-15,Ribeirão Preto/SP,0,3012,0,87918
88101,2022-01-16,Ribeirão Preto/SP,0,3012,0,87918
93697,2022-01-17,Ribeirão Preto/SP,0,3012,0,87918
99293,2022-01-18,Ribeirão Preto/SP,0,3012,0,87918
104889,2022-01-19,Ribeirão Preto/SP,0,3012,0,87918
110485,2022-01-20,Ribeirão Preto/SP,0,3012,0,87918
116081,2022-01-21,Ribeirão Preto/SP,0,3012,0,87918
121677,2022-01-22,Ribeirão Preto/SP,0,3012,0,87918
127273,2022-01-23,Ribeirão Preto/SP,0,3012,0,87918
132869,2022-01-24,Ribeirão Preto/SP,0,3012,0,87918
138465,2022-01-25,Ribeirão Preto/SP,0,3012,0,87918
144061,2022-01-26,Ribeirão Preto/SP,0,3012,0,87918
149657,2022-01-27,Ribeirão Preto/SP,0,3012,0,87918
155253,2022-01-28,Ribeirão Preto/SP,0,3012,0,87918
160849,2022-01-29,Ribeirão Preto/SP,0,3012,0,87918
166445,2022-01-30,Ribeirão Preto/SP,0,3012,0,87918
172041,2022-01-31,Ribeirão Preto/SP,0,3012,0,87918
177637,2022-02-01,Ribeirão Preto/SP,0,3012,0,87918
183233,2022-02-02,Ribeirão Preto/SP,0,3012,0,87918
188829,2022-02-03,Ribeirão Preto/SP,0,3012,0,87918
194425,2022-02-04,Ribeirão Preto/SP,0,3012,0,87918
200021,2022-02-05,Ribeirão Preto/SP,0,3012,0,87918
205617,2022-02-06,Ribeirão Preto/SP,0,3012,0,87918
211213,2022-02-07,Ribeirão Preto/SP,0,3012,0,87918
216809,2022-02-08,Ribeirão Preto/SP,0,3012,0,87918
222405,2022-02-09,Ribeirão Preto/SP,0,3012,0,87918
228001,2022-02-10,Ribeirão Preto/SP,0,3012,0,87918
233597,2022-02-11,Ribeirão Preto/SP,0,3012,0,87918
239193,2022-02-12,Ribeirão Preto/SP,0,3012,0,87918
244789,2022-02-13,Ribeirão Preto/SP,0,3012,0,87918
250385,2022-02-14,Ribeirão Preto/SP,0,3012,0,87918
255981,2022-02-15,Ribeirão Preto/SP,0,3012,0,87918
261577,2022-02-16,Ribeirão Preto/SP,0,3012,0,87918
267173,2022-02-17,Ribeirão Preto/SP,0,3012,0,87918
272769,2022-02-18,Ribeirão Preto/SP,0,3012,0,87918
278365,2022-02-19,Ribeirão Preto/SP,0,3012,0,87918
283961,2022-02-20,Ribeirão Preto/SP,0,3012,0,87918
289558,2022-02-21,Ribeirão Preto/SP,0,3012,0,87918
295154,2022-02-22,Ribeirão Preto/SP,0,3012,0,87918
300750,2022-02-23,Ribeirão Preto/SP,0,3012,0,87918
306346,2022-02-24,Ribeirão Preto/SP,0,3012,0,87918
311942,2022-02-25,Ribeirão Preto/SP,0,3012,0,87918
317538,2022-02-26,Ribeirão Preto/SP,0,3012,0,87918
323134,2022-02-27,Ribeirão Preto/SP,0,3012,0,87918
328730,2022-02-28,Ribeirão Preto/SP,0,3012,0,87918
334326,2022-03-01,Ribeirão Preto/SP,0,3012,0,87918
339922,2022-03-02,Ribeirão Preto/SP,0,3012,0,87918
345518,2022-03-03,Ribeirão Preto/SP,0,3012,0,87918
351114,2022-03-04,Ribeirão Preto/SP,0,3012,0,87918
356710,2022-03-05,Ribeirão Preto/SP,0,3012,0,87918
362306,2022-03-06,Ribeirão Preto/SP,0,3012,0,87918
367902,2022-03-07,Ribeirão Preto/SP,0,3012,0,87918
373498,2022-03-08,Ribeirão Preto/SP,0,3012,0,87918
379094,2022-03-09,Ribeirão Preto/SP,0,3012,0,87918
384690,2022-03-10,Ribeirão Preto/SP,0,3012,0,87918
390286,2022-03-11,Ribeirão Preto/SP,0,3012,0,87918
395882,2022-03-12,Ribeirão Preto/SP,0,3012,0,87918
401478,2022-03-13,Ribeirão Preto/SP,0,3012,0,87918
407074,2022-03-14,Ribeirão Preto/SP,0,3012,0,87918
412670,2022-03-15,Ribeirão Preto/SP,0,3012,0,87918
418266,2022-03-16,Ribeirão Preto/SP,0,3012,0,87918
423862,2022-03-17,Ribeirão Preto/SP,0,3012,0,87918
429458,2022-03-18,Ribeirão Preto/SP,0,3012,0,87918
435054,2022-03-19,Ribeirão Preto/SP,0,3012,0,87918
440650,2022-03-20,Ribeirão Preto/SP,0,3012,0,87918
446246,2022-03-21,Ribeirão Preto/SP,0,3012,0,87918
451842,2022-03-22,Ribeirão Preto/SP,0,3012,0,87918
457438,2022-03-23,Ribeirão Preto/SP,0,3012,0,87918
463034,2022-03-24,Ribeirão Preto/SP,0,3012,0,87918
468631,2022-03-25,Ribeirão Preto/SP,0,3012,0,87918
474228,2022-03-26,Ribeirão Preto/SP,0,3012,0,87918
479825,2022-03-27,Ribeirão Preto/SP,0,3012,0,87918
485422,2022-03-28,Ribeirão Preto/SP,0,3012,0,87918
491019,2022-03-29,Ribeirão Preto/SP,0,3012,0,87918
496616,2022-03-30,Ribeirão Preto/SP,0,3012,0,87918
502213,2022-03-31,Ribeirão Preto/SP,0,3012,0,87918
507810,2022-04-01,Ribeirão Preto/SP,0,3012,0,87918
513407,2022-04-02,Ribeirão Preto/SP,0,3012,0,87918
519004,2022-04-03,Ribeirão Preto/SP,0,3012,0,87918
524601,2022-04-04,Ribeirão Preto/SP,0,3012,0,87918
530198,2022-04-05,Ribeirão Preto/SP,0,3012,0,87918
535795,2022-04-06,Ribeirão Preto/SP,0,3012,0,87918
541392,2022-04-07,Ribeirão Preto/SP,0,3012,0,87918
546989,2022-04-08,Ribeirão Preto/SP,0,3012,0,87918
552586,2022-04-09,Ribeirão Preto/SP,0,3012,0,87918
558183,2022-04-10,Ribeirão Preto/SP,0,3012,0,87918
563780,2022-04-11,Ribeirão Preto/SP,0,3012,0,87918
569377,2022-04-12,Ribeirão Preto/SP,0,3012,0,87918
574974,2022-04-13,Ribeirão Preto/SP,0,3012,0,87918
580571,2022-04-14,Ribeirão Preto/SP,0,3012,0,87918
586168,2022-04-15,Ribeirão Preto/SP,0,3012,0,87918
591765,2022-04-16,Ribeirão Preto/SP,0,3012,0,87918
597362,2022-04-17,Ribeirão Preto/SP,0,3012,0,87918
602959,2022-04-18,Ribeirão Preto/SP,0,3012,0,87918
608556,2022-04-19,Ribeirão Preto/SP,0,3012,0,87918
614153,2022-04-20,Ribeirão Preto/SP,0,3012,0,87918
619750,2022-04-21,Ribeirão Preto/SP,0,3012,0,87918
625347,2022-04-22,Ribeirão Preto/SP,0,3012,0,87918
630944,2022-04-23,Ribeirão Preto/SP,0,3012,0,87918
636541,2022-04-24,Ribeirão Preto/SP,0,3012,0,87918
642138,2022-04-25,Ribeirão Preto/SP,0,3012,0,87918
647735,2022-04-26,Ribeirão Preto/SP,0,3012,0,87918
653332,2022-04-27,Ribeirão Preto/SP,0,3012,0,87918
658929,2022-04-28,Ribeirão Preto/SP,0,3012,0,87918
664526,2022-04-29,Ribeirão Preto/SP,0,3012,0,87918
670123,2022-04-30,Ribeirão Preto/SP,0,3012,0,87918
675720,2022-05-01,Ribeirão Preto/SP,0,3012,0,87918
681317,2022-05-02,Ribeirão Preto/SP,0,3012,0,87918
686914,2022-05-03,Ribeirão Preto/SP,0,3012,0,87918
692511,2022-05-04,Ribeirão Preto/SP,0,3012,0,87918
698108,2022-05-05,Ribeirão Preto/SP,0,3012,0,87918
703705,2022-05-06,Ribeirão Preto/SP,0,3012,0,87918
709302,2022-05-07,Ribeirão Preto/SP,0,3012,0,87918
714899,2022-05-08,Ribeirão Preto/SP,0,3012,0,87918
720496,2022-05-09,Ribeirão Preto/SP,0,3012,0,87918
726093,2022-05-10,Ribeirão Preto/SP,0,3012,0,87918
731690,2022-05-11,Ribeirão Preto/SP,0,3012,0,87918
737287,2022-05-12,Ribeirão Preto/SP,0,3012,0,87918
742884,2022-05-13,Ribeirão Preto/SP,0,3012,0,87918
748481,2022-05-14,Ribeirão Preto/SP,0,3012,0,87918
754078,2022-05-15,Ribeirão Preto/SP,0,3012,0,87918
759675,2022-05-16,Ribeirão Preto/SP,0,3012,0,87918
765272,2022-05-17,Ribeirão Preto/SP,0,3012,0,87918
770869,2022-05-18,Ribeirão Preto/SP,0,3012,0,87918
776466,2022-05-19,Ribeirão Preto/SP,0,3012,0,87918
782063,2022-05-20,Ribeirão Preto/SP,0,3012,0,87918
787660,2022-05-21,Ribeirão Preto/SP,0,3012,0,87918
793257,2022-05-22,Ribeirão Preto/SP,0,3012,0,87918
798854,2022-05-23,Ribeirão Preto/SP,0,3012,0,87918
804451,2022-05-24,Ribeirão Preto/SP,0,3012,0,87918
810048,2022-05-25,Ribeirão Preto/SP,0,3012,0,87918
815645,2022-05-26,Ribeirão Preto/SP,0,3012,0,87918
821242,2022-05-27,Ribeirão Preto/SP,0,3012,0,87918
826839,2022-05-28,Ribeirão Preto/SP,0,3012,0,87918
832436,2022-05-29,Ribeirão Preto/SP,0,3012,0,87918
838033,2022-05-30,Ribeirão Preto/SP,0,3012,0,87918
843630,2022-05-31,Ribeirão Preto/SP,0,3012,0,87918
849227,2022-06-01,Ribeirão Preto/SP,0,3012,0,87918
854824,2022-06-02,Ribeirão Preto/SP,0,3012,0,87918
860421,2022-06-03,Ribeirão Preto/SP,0,3012,0,87918
866018,2022-06-04,Ribeirão Preto/SP,0,3012,0,87918
871615,2022-06-05,Ribeirão Preto/SP,0,3012,0,87918
877212,2022-06-06,Ribeirão Preto/SP,0,3012,0,87918
882809,2022-06-07,Ribeirão Preto/SP,0,3012,0,87918
888406,2022-06-08,Ribeirão Preto/SP,0,3012,0,87918
894003,2022-06-09,Ribeirão Preto/SP,0,3012,0,87918
899600,2022-06-10,Ribeirão Preto/SP,0,3012,0,87918
905197,2022-06-11,Ribeirão Preto/SP,0,3012,0,87918
910794,2022-06-12,Ribeirão Preto/SP,0,3012,0,87918
916391,2022-06-13,Ribeirão Preto/SP,0,3012,0,87918
921988,2022-06-14,Ribeirão Preto/SP,0,3012,0,87918
927585,2022-06-15,Ribeirão Preto/SP,0,3012,0,87918
933182,2022-06-16,Ribeirão Preto/SP,0,3012,0,87918
938779,2022-06-17,Ribeirão Preto/SP,0,3012,0,87918
944376,2022-06-18,Ribeirão Preto/SP,0,3012,0,87918
949973,2022-06-19,Ribeirão Preto/SP,0,3012,0,87918
955570,2022-06-20,Ribeirão Preto/SP,0,3012,0,87918
961167,2022-06-21,Ribeirão Preto/SP,0,3012,0,87918
966764,2022-06-22,Ribeirão Preto/SP,0,3012,0,87918
972361,2022-06-23,Ribeirão Preto/SP,0,3012,0,87918
977958,2022-06-24,Ribeirão Preto/SP,0,3012,0,87918
983555,2022-06-25,Ribeirão Preto/SP,0,3012,0,87918
989152,2022-06-26,Ribeirão Preto/SP,0,3012,0,87918
994749,2022-06-27,Ribeirão Preto/SP,0,3012,0,87918
1000346,2022-06-28,Ribeirão Preto/SP,0,3012,0,87918
1005943,2022-06-29,Ribeirão Preto/SP,0,3012,0,87918
1011540,2022-06-30,Ribeirão Preto/SP,0,3012,0,87918
1017137,2022-07-01,Ribeirão Preto/SP,339,3351,16085,104003
1022734,2022-07-02,Ribeirão Preto/SP,1,3352,5,104008
1028331,2022-07-03,Ribeirão Preto/SP,0,3352,58,104066
1033928,2022-07-04,Ribeirão Preto/SP,0,3352,0,104066
1039525,2022-07-05,Ribeirão Preto/SP,3,3355,34,104100
1045122,2022-07-06,Ribeirão Preto/SP,2,3357,22,104122
1050719,2022-07-07,Ribeirão Preto/SP,0,3357,5,104127
1056316,2022-07-08,Ribeirão Preto/SP,1,3358,10,104137
1061913,2022-07-09,Ribeirão Preto/SP,3,3361,13,104150
1067510,2022-07-10,Ribeirão Preto/SP,0,3361,5,104155
2399,2022-01-01,Itatiba/SP,0,216,0,12985
7995,2022-01-02,Itatiba/SP,0,216,0,12985
13591,2022-01-03,Itatiba/SP,0,216,0,12985
19187,2022-01-04,Itatiba/SP,0,216,0,12985
24783,2022-01-05,Itatiba/SP,0,216,0,12985
30379,2022-01-06,Itatiba/SP,0,216,0,12985
35975,2022-01-07,Itatiba/SP,0,216,0,12985
41571,2022-01-08,Itatiba/SP,0,216,0,12985
47167,2022-01-09,Itatiba/SP,0,216,0,12985
52763,2022-01-10,Itatiba/SP,0,216,0,12985
58359,2022-01-11,Itatiba/SP,0,216,0,12985
63955,2022-01-12,Itatiba/SP,0,216,0,12985
69551,2022-01-13,Itatiba/SP,0,216,0,12985
75147,2022-01-14,Itatiba/SP,0,216,0,12985
80744,2022-01-15,Itatiba/SP,0,216,0,12985
86340,2022-01-16,Itatiba/SP,0,216,0,12985
91936,2022-01-17,Itatiba/SP,0,216,0,12985
97532,2022-01-18,Itatiba/SP,0,216,0,12985
103128,2022-01-19,Itatiba/SP,0,216,0,12985
108724,2022-01-20,Itatiba/SP,0,216,0,12985
114320,2022-01-21,Itatiba/SP,0,216,0,12985
119916,2022-01-22,Itatiba/SP,0,216,0,12985
125512,2022-01-23,Itatiba/SP,0,216,0,12985
131108,2022-01-24,Itatiba/SP,0,216,0,12985
136704,2022-01-25,Itatiba/SP,0,216,0,12985
142300,2022-01-26,Itatiba/SP,0,216,0,12985
147896,2022-01-27,Itatiba/SP,0,216,0,12985
153492,2022-01-28,Itatiba/SP,0,216,0,12985
159088,2022-01-29,Itatiba/SP,0,216,0,12985
164684,2022-01-30,Itatiba/SP,0,216,0,12985
170280,2022-01-31,Itatiba/SP,0,216,0,12985
175876,2022-02-01,Itatiba/SP,0,216,0,12985
181472,2022-02-02,Itatiba/SP,0,216,0,12985
187068,2022-02-03,Itatiba/SP,0,216,0,12985
192664,2022-02-04,Itatiba/SP,0,216,0,12985
198260,2022-02-05,Itatiba/SP,0,216,0,12985
203856,2022-02-06,Itatiba/SP,0,216,0,12985
209452,2022-02-07,Itatiba/SP,0,216,0,12985
215048,2022-02-08,Itatiba/SP,0,216,0,12985
220644,2022-02-09,Itatiba/SP,0,216,0,12985
226240,2022-02-10,Itatiba/SP,0,216,0,12985
231836,2022-02-11,Itatiba/SP,0,216,0,12985
237432,2022-02-12,Itatiba/SP,0,216,0,12985
243028,2022-02-13,Itatiba/SP,0,216,0,12985
248624,2022-02-14,Itatiba/SP,0,216,0,12985
254220,2022-02-15,Itatiba/SP,0,216,0,12985
259816,2022-02-16,Itatiba/SP,0,216,0,12985
265412,2022-02-17,Itatiba/SP,0,216,0,12985
271008,2022-02-18,Itatiba/SP,0,216,0,12985
276604,2022-02-19,Itatiba/SP,0,216,0,12985
282200,2022-02-20,Itatiba/SP,0,216,0,12985
287797,2022-02-21,Itatiba/SP,0,216,0,12985
293393,2022-02-22,Itatiba/SP,0,216,0,12985
298989,2022-02-23,Itatiba/SP,0,216,0,12985
304585,2022-02-24,Itatiba/SP,0,216,0,12985
310181,2022-02-25,Itatiba/SP,0,216,0,12985
315777,2022-02-26,Itatiba/SP,0,216,0,12985
321373,2022-02-27,Itatiba/SP,0,216,0,12985
326969,2022-02-28,Itatiba/SP,0,216,0,12985
332565,2022-03-01,Itatiba/SP,0,216,0,12985
338161,2022-03-02,Itatiba/SP,0,216,0,12985
343757,2022-03-03,Itatiba/SP,0,216,0,12985
349353,2022-03-04,Itatiba/SP,0,216,0,12985
354949,2022-03-05,Itatiba/SP,0,216,0,12985
360545,2022-03-06,Itatiba/SP,0,216,0,12985
366141,2022-03-07,Itatiba/SP,0,216,0,12985
371737,2022-03-08,Itatiba/SP,0,216,0,12985
377333,2022-03-09,Itatiba/SP,0,216,0,12985
382929,2022-03-10,Itatiba/SP,0,216,0,12985
388525,2022-03-11,Itatiba/SP,0,216,0,12985
394121,2022-03-12,Itatiba/SP,0,216,0,12985
399717,2022-03-13,Itatiba/SP,0,216,0,12985
405313,2022-03-14,Itatiba/SP,0,216,0,12985
410909,2022-03-15,Itatiba/SP,0,216,0,12985
416505,2022-03-16,Itatiba/SP,0,216,0,12985
422101,2022-03-17,Itatiba/SP,0,216,0,12985
427697,2022-03-18,Itatiba/SP,0,216,0,12985
433293,2022-03-19,Itatiba/SP,0,216,0,12985
438889,2022-03-20,Itatiba/SP,0,216,0,12985
444485,2022-03-21,Itatiba/SP,0,216,0,12985
450081,2022-03-22,Itatiba/SP,0,216,0,12985
455677,2022-03-23,Itatiba/SP,0,216,0,12985
461273,2022-03-24,Itatiba/SP,0,216,0,12985
466870,2022-03-25,Itatiba/SP,0,216,0,12985
472467,2022-03-26,Itatiba/SP,0,216,0,12985
478064,2022-03-27,Itatiba/SP,0,216,0,12985
483661,2022-03-28,Itatiba/SP,0,216,0,12985
489258,2022-03-29,Itatiba/SP,0,216,0,12985
494855,2022-03-30,Itatiba/SP,0,216,0,12985
500452,2022-03-31,Itatiba/SP,0,216,0,12985
506049,2022-04-01,Itatiba/SP,0,216,0,12985
511646,2022-04-02,Itatiba/SP,0,216,0,12985
517243,2022-04-03,Itatiba/SP,0,216,0,12985
522840,2022-04-04,Itatiba/SP,0,216,0,12985
528437,2022-04-05,Itatiba/SP,0,216,0,12985
534034,2022-04-06,Itatiba/SP,0,216,0,12985
539631,2022-04-07,Itatiba/SP,0,216,0,12985
545228,2022-04-08,Itatiba/SP,0,216,0,12985
550825,2022-04-09,Itatiba/SP,0,216,0,12985
556422,2022-04-10,Itatiba/SP,0,216,0,12985
562019,2022-04-11,Itatiba/SP,0,216,0,12985
567616,2022-04-12,Itatiba/SP,0,216,0,12985
573213,2022-04-13,Itatiba/SP,0,216,0,12985
578810,2022-04-14,Itatiba/SP,0,216,0,12985
584407,2022-04-15,Itatiba/SP,0,216,0,12985
590004,2022-04-16,Itatiba/SP,0,216,0,12985
595601,2022-04-17,Itatiba/SP,0,216,0,12985
601198,2022-04-18,Itatiba/SP,0,216,0,12985
606795,2022-04-19,Itatiba/SP,0,216,0,12985
612392,2022-04-20,Itatiba/SP,0,216,0,12985
617989,2022-04-21,Itatiba/SP,0,216,0,12985
623586,2022-04-22,Itatiba/SP,0,216,0,12985
629183,2022-04-23,Itatiba/SP,0,216,0,12985
634780,2022-04-24,Itatiba/SP,0,216,0,12985
640377,2022-04-25,Itatiba/SP,0,216,0,12985
645974,2022-04-26,Itatiba/SP,0,216,0,12985
651571,2022-04-27,Itatiba/SP,0,216,0,12985
657168,2022-04-28,Itatiba/SP,0,216,0,12985
662765,2022-04-29,Itatiba/SP,0,216,0,12985
668362,2022-04-30,Itatiba/SP,0,216,0,12985
673959,2022-05-01,Itatiba/SP,0,216,0,12985
679556,2022-05-02,Itatiba/SP,0,216,0,12985
685153,2022-05-03,Itatiba/SP,0,216,0,12985
690750,2022-05-04,Itatiba/SP,0,216,0,12985
696347,2022-05-05,Itatiba/SP,0,216,0,12985
701944,2022-05-06,Itatiba/SP,0,216,0,12985
707541,2022-05-07,Itatiba/SP,0,216,0,12985
713138,2022-05-08,Itatiba/SP,0,216,0,12985
718735,2022-05-09,Itatiba/SP,0,216,0,12985
724332,2022-05-10,Itatiba/SP,0,216,0,12985
729929,2022-05-11,Itatiba/SP,0,216,0,12985
735526,2022-05-12,Itatiba/SP,0,216,0,12985
741123,2022-05-13,Itatiba/SP,0,216,0,12985
746720,2022-05-14,Itatiba/SP,0,216,0,12985
752317,2022-05-15,Itatiba/SP,0,216,0,12985
757914,2022-05-16,Itatiba/SP,0,216,0,12985
763511,2022-05-17,Itatiba/SP,0,216,0,12985
769108,2022-05-18,Itatiba/SP,0,216,0,12985
774705,2022-05-19,Itatiba/SP,0,216,0,12985
780302,2022-05-20,Itatiba/SP,0,216,0,12985
785899,2022-05-21,Itatiba/SP,0,216,0,12985
791496,2022-05-22,Itatiba/SP,0,216,0,12985
797093,2022-05-23,Itatiba/SP,0,216,0,12985
802690,2022-05-24,Itatiba/SP,0,216,0,12985
808287,2022-05-25,Itatiba/SP,0,216,0,12985
813884,2022-05-26,Itatiba/SP,0,216,0,12985
819481,2022-05-27,Itatiba/SP,0,216,0,12985
825078,2022-05-28,Itatiba/SP,0,216,0,12985
830675,2022-05-29,Itatiba/SP,0,216,0,12985
836272,2022-05-30,Itatiba/SP,0,216,0,12985
841869,2022-05-31,Itatiba/SP,0,216,0,12985
847466,2022-06-01,Itatiba/SP,0,216,0,12985
853063,2022-06-02,Itatiba/SP,0,216,0,12985
858660,2022-06-03,Itatiba/SP,0,216,0,12985
864257,2022-06-04,Itatiba/SP,0,216,0,12985
869854,2022-06-05,Itatiba/SP,0,216,0,12985
875451,2022-06-06,Itatiba/SP,0,216,0,12985
881048,2022-06-07,Itatiba/SP,0,216,0,12985
886645,2022-06-08,Itatiba/SP,0,216,0,12985
892242,2022-06-09,Itatiba/SP,0,216,0,12985
897839,2022-06-10,Itatiba/SP,0,216,0,12985
903436,2022-06-11,Itatiba/SP,0,216,0,12985
909033,2022-06-12,Itatiba/SP,0,216,0,12985
914630,2022-06-13,Itatiba/SP,0,216,0,12985
920227,2022-06-14,Itatiba/SP,0,216,0,12985
925824,2022-06-15,Itatiba/SP,0,216,0,12985
931421,2022-06-16,Itatiba/SP,0,216,0,12985
937018,2022-06-17,Itatiba/SP,0,216,0,12985
942615,2022-06-18,Itatiba/SP,0,216,0,12985
948212,2022-06-19,Itatiba/SP,0,216,0,12985
953809,2022-06-20,Itatiba/SP,0,216,0,12985
959406,2022-06-21,Itatiba/SP,0,216,0,12985
965003,2022-06-22,Itatiba/SP,0,216,0,12985
970600,2022-06-23,Itatiba/SP,0,216,0,12985
976197,2022-06-24,Itatiba/SP,0,216,0,12985
981794,2022-06-25,Itatiba/SP,0,216,0,12985
987391,2022-06-26,Itatiba/SP,0,216,0,12985
992988,2022-06-27,Itatiba/SP,0,216,0,12985
998585,2022-06-28,Itatiba/SP,0,216,0,12985
1004182,2022-06-29,Itatiba/SP,0,216,0,12985
1009779,2022-06-30,Itatiba/SP,0,216,0,12985
1015376,2022-07-01,Itatiba/SP,140,356,9299,22284
1020973,2022-07-02,Itatiba/SP,0,356,6,22290
1026570,2022-07-03,Itatiba/SP,0,356,83,22373
1032167,2022-07-04,Itatiba/SP,0,356,0,22373
1037764,2022-07-05,Itatiba/SP,0,356,30,22403
