DiaSemana;Data;Semana;Ano;MGNewDeaths;MGDeaths;MGNewCases;MGTotalCases;AlfNewDeaths;AlfDeaths;AlfNewCases;AlfTotalCases;PdcNewDeaths;PdcDeaths;PdcNewCases;PdcTotalCases;VarNewDeaths;VarDeaths;VarNewCases;VarTotalCases;SdmNewDeaths;SdmDeaths;SdmNewCases;SdmTotalCases;CdvNewDeaths;CdvDeaths;CdvNewCases;CdvTotalCases;OdmNewDeaths;OdmDeaths;OdmNewCases;OdmTotalCases;MbhNewDeaths;MbhDeaths;MbhNewCases;MbhTotalCases;SPNewDeaths;SPDeaths;SPNewCases;SPTotalCases;CamNewDeaths;CamDeaths;CamNewCases;CamTotalCases;SjrNewDeaths;SjrDeaths;SjrNewCases;SjrTotalCases;RbpNewDeaths;RbpDeaths;RbpNewCases;RbpTotalCases;MmpNewDeaths;MmpDeaths;MmpNewCases;MmpTotalCases;MspNewDeaths;MspDeaths;MspNewCases;MspTotalCases;VppNewDeaths;VppDeaths;VppNewCases;VppTotalCases;AraNewDeaths;AraDeaths;AraNewCases;AraTotalCases;PirNewDeaths;PirDeaths;PirNewCases;PirTotalCases
sex;2022-05-12;118;2022;0;61377;0;3361406;0;247;15;20864;0;559;15;24105;0;402;15;29273;-1;5860;134;375310;0;853;20;60033;0;1458;20;85679;11;12418;493;570615;23;168334;6104;5417649;3;10602;983;390925;0;3066;99;123249;1;4343;3;141604;185;2968;96;136615;10;57683;1857;1345687;0;5405;197;215141;0;1204;288;75938;0;2804;104;121444
sáb;2022-05-13;118;2022;0;61377;0;3361406;0;247;0;20864;0;559;0;24105;0;402;0;29273;0;5860;0;375310;0;853;0;60033;0;1458;0;85679;0;12418;0;570615;5;168339;4683;5422332;1;10603;585;391510;0;3066;29;123278;0;4343;1;141605;186;2968;68;136683;0;57683;1651;1347338;0;5405;150;215291;0;1204;88;76026;0;2804;62;121506
dom;2022-05-14;118;2022;7;61384;2217;3363623;0;247;0;20864;0;559;0;24105;0;402;0;29273;0;5860;0;375310;0;853;0;60033;0;1458;0;85679;0;12418;0;570615;0;168339;2141;5424473;0;10603;954;392464;0;3066;61;123339;0;4343;3;141608;187;2968;-1;136682;0;57683;54;1347392;0;5405;35;215326;0;1204;117;76143;0;2804;643;122149
seg;2022-05-15;118;2022;7;61391;953;3364576;0;247;5;20869;0;559;11;24116;0;402;7;29280;0;5860;342;375652;1;854;67;60100;0;1458;37;85716;3;12421;122;570737;0;168339;487;5424960;0;10603;207;392671;0;3066;0;123339;0;4343;0;141608;188;2968;0;136682;0;57683;4;1347396;0;5405;15;215341;0;1204;115;76258;0;2804;0;122149
ter;2022-05-16;118;2022;11;61402;2113;3366689;0;247;5;20874;0;559;14;24130;0;402;47;29327;0;5860;163;375815;0;854;15;60115;1;1459;47;85763;1;12422;195;570932;77;168416;4736;5429696;6;10609;741;393412;0;3066;29;123368;-1;4342;0;141608;189;2968;173;136855;27;57710;345;1347741;0;5405;115;215456;0;1204;118;76376;0;2804;303;122452
qua;2022-05-17;118;2022;3;61405;1515;3368204;0;247;11;20885;0;559;19;24149;0;402;52;29379;2;5862;378;376193;1;855;19;60134;0;1459;16;85779;7;12429;35;570967;50;168466;4742;5434438;5;10614;594;394006;0;3066;52;123420;0;4342;12;141620;190;2968;227;137082;9;57719;227;1347968;1;5406;171;215627;1;1205;197;76573;0;2804;242;122694
qui;2022-05-18;118;2022;5;61410;2714;3370918;0;247;26;20911;0;559;35;24184;0;402;22;29401;1;5863;249;376442;0;855;88;60222;0;1459;31;85810;1;12430;75;571042;67;168533;4520;5438958;3;10617;833;394839;1;3067;54;123474;1;4343;7;141627;191;2990;173;137255;5;57724;330;1348298;0;5406;109;215736;2;1207;250;76823;1;2805;179;122873
sex;2022-05-19;118;2022;0;61410;0;3370918;0;247;30;20941;0;559;60;24244;0;402;10;29411;0;5863;308;376750;0;855;24;60246;0;1459;10;85820;3;12433;905;571947;84;168617;4935;5443893;3;10620;750;395589;0;3067;15;123489;1;4344;69;141696;192;3008;140;137395;30;57754;613;1348911;2;5408;218;215954;1;1208;260;77083;1;2806;81;122954
sáb;2022-05-20;118;2022;0;61410;0;3370918;0;247;0;20941;0;559;0;24244;0;402;0;29411;0;5863;0;376750;0;855;0;60246;0;1459;0;85820;0;12433;0;571947;52;168669;3712;5447605;1;10621;403;395992;0;3067;5;123494;1;4345;4;141700;193;3024;269;137664;18;57772;449;1349360;1;5409;210;216164;0;1208;139;77222;0;2806;19;122973
dom;2022-05-21;118;2022;27;61437;3992;3374910;0;247;0;20941;0;559;0;24244;0;402;0;29411;0;5863;0;376750;0;855;0;60246;0;1459;0;85820;0;12433;0;571947;41;168710;2336;5449941;0;10621;640;396632;0;3067;179;123673;0;4345;105;141805;194;3024;1;137665;17;57789;150;1349510;0;5409;20;216184;0;1208;117;77339;3;2809;805;123778
seg;2022-05-22;118;2022;7;61444;2214;3377124;0;247;6;20947;0;559;0;24244;0;402;45;29456;0;5863;390;377140;0;855;110;60356;0;1459;73;85893;5;12438;356;572303;2;168712;1203;5451144;0;10621;485;397117;0;3067;-1;123672;0;4345;1;141806;195;3024;0;137665;1;57790;8;1349518;0;5409;99;216283;0;1208;132;77471;0;2809;290;124068
ter;2022-05-23;118;2022;11;61455;2038;3379162;0;247;29;20976;0;559;0;24244;0;402;65;29521;0;5863;397;377537;0;855;10;60366;0;1459;102;85995;1;12439;398;572701;63;168775;4671;5455815;1;10622;458;397575;0;3067;4;123676;-1;4344;0;141806;196;3046;487;138152;24;57814;491;1350009;0;5409;56;216339;2;1210;249;77720;0;2809;252;124320
qua;2022-05-24;118;2022;3;61458;2389;3381551;0;247;44;21020;0;559;0;24244;0;402;65;29586;0;5863;484;378021;-1;854;61;60427;0;1459;23;86018;0;12439;190;572891;39;168814;2657;5458472;2;10624;114;397689;0;3067;1;123677;0;4344;10;141816;197;3052;36;138188;10;57824;759;1350768;0;5409;54;216393;0;1210;2;77722;1;2810;98;124418
qui;2022-05-25;118;2022;0;61458;2323;3383874;0;247;13;21033;0;559;0;24244;0;402;16;29602;0;5863;292;378313;0;854;210;60637;0;1459;34;86052;2;12441;23;572914;50;168864;1157;5459629;5;10629;42;397731;0;3067;2;123679;0;4344;3;141819;198;3068;43;138231;8;57832;267;1351035;1;5410;34;216427;1;1211;44;77766;0;2810;156;124574
sex;2022-05-26;118;2022;0;61458;0;3383874;0;247;25;21058;0;559;0;24244;0;402;62;29664;0;5863;450;378763;0;854;78;60715;0;1459;35;86087;0;12441;91;573005;0;168864;0;5459629;0;10629;0;397731;0;3067;0;123679;0;4344;0;141819;199;3068;0;138231;0;57832;0;1351035;0;5410;0;216427;0;1211;0;77766;0;2810;0;124574
sáb;2022-05-27;118;2022;0;61458;0;3383874;0;247;0;21058;0;559;0;24244;0;402;0;29664;0;5863;0;378763;0;854;0;60715;0;1459;0;86087;0;12441;0;573005;0;168864;0;5459629;0;10629;0;397731;0;3067;0;123679;0;4344;0;141819;200;3068;0;138231;0;57832;0;1351035;0;5410;0;216427;0;1211;0;77766;0;2810;0;124574
dom;2022-05-28;118;2022;11;61469;3830;3387704;0;247;0;21058;0;559;0;24244;0;402;0;29664;0;5863;0;378763;0;854;0;60715;0;1459;0;86087;0;12441;0;573005;86;168950;7579;5467208;4;10633;873;398604;1;3068;450;124129;0;4344;30;141849;201;3071;62;138293;36;57868;702;1351737;1;5411;291;216718;0;1211;638;78404;0;2810;319;124893
seg;2022-05-29;118;2022;9;61478;2411;3390115;0;247;18;21076;0;559;257;24501;0;402;35;29699;1;5864;808;379571;0;854;137;60852;0;1459;43;86130;1;12442;124;573129;5;168955;979;5468187;0;10633;127;398731;0;3068;25;124154;0;4344;0;141849;202;3071;0;138293;3;57871;35;1351772;0;5411;76;216794;0;1211;340;78744;0;2810;0;124893
ter;2022-05-30;118;2022;42;61520;4072;3394187;0;247;3;21079;0;559;47;24548;0;402;28;29727;1;5865;311;379882;0;854;43;60895;0;1459;75;86205;1;12443;632;573761;57;169012;5959;5474146;6;10639;767;399498;1;3069;226;124380;0;4344;5;141854;203;3072;62;138355;16;57887;346;1352118;0;5411;219;217013;2;1213;274;79018;1;2811;39;124932
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
